date_time,turnoverRatio,transactionAmount,pe_ttm,pe,pb,ps,pcf
s44d288,3.2988,19000.0,212.5828,212.5828,3.1459,5.9017,61.947
s45d288,0.8508,2300.0,44.8879,44.8879,2.1513,1.2331,84.2378
s46d288,0.2401,6419.0,22.1608,22.1608,5.1836,7.4068,329.4957
s47d288,0.2657,4161.0,20.2688,20.2688,3.3441,3.205,-147.9946
s48d288,1.171,2681.0,-46.3756,-46.3756,2.941,2.7428,-40.1515
s49d288,3.2637,18300.0,-37.1759,-37.1759,3.7115,3.1759,-40.3651
s50d288,1.4816,2092.0,29.7655,29.7655,3.582,1.338,66.5837
s51d288,1.573,7800.0,88.4839,88.4839,2.325,1.1301,-20.6624
s52d288,2.4842,10300.0,52.8535,52.8535,4.8714,3.5136,146.5298
s53d288,0.5692,2844.0,20.2935,20.2935,2.9122,0.5018,82.8665
s0d289,0.8458,6095.0,22.0109,22.0109,2.5217,2.1592,202.529
s1d289,0.4462,3000.0,27.6164,27.6164,4.4713,3.0706,-88.3845
s2d289,1.0972,10246.0,40.1723,40.1723,6.7204,4.832,97.1123
s3d289,1.5891,2700.0,13.5839,13.5839,1.457,0.5854,14.8937
s4d289,1.3152,8047.0,1526.463,1526.463,2.619,2.5032,154.7822
s5d289,1.3731,11849.0,67.8296,67.8296,10.5424,14.693,93.3212
s6d289,1.3943,17900.0,-5.3892,-5.3892,1.4029,0.574,30.9494
s7d289,1.2034,7020.0,27.9322,27.9322,7.7045,10.1676,229.099
s8d289,1.0878,6962.0,23.8067,23.8067,6.5785,4.0751,17.3327
s9d289,1.6625,10100.0,79.7791,79.7791,4.1914,1.0371,67.7509
s10d289,2.0924,7595.0,23.9564,23.9564,2.3336,2.29,19.4117
s11d289,0.3814,2629.0,27.7093,27.7093,5.9391,7.7341,124.1574
s12d289,2.1576,6550.0,21.8012,21.8012,2.056,0.9708,23.1791
s13d289,1.3682,4600.0,36.0993,36.0993,10.3525,8.0213,151.6991
s14d289,1.1675,2808.0,49.824,49.824,3.8332,5.893,-199.1516
s15d289,1.7425,3586.0,39.4659,39.4659,5.4597,4.88,1801.547
s16d289,0.4315,5798.0,40.168,40.168,1.8621,1.8827,2412.8028
s17d289,1.1181,5766.0,368.5835,368.5835,1.2336,1.1284,54.5872
s18d289,0.9656,4795.0,28.0871,28.0871,4.158,3.8258,56.1391
s19d289,1.6682,7472.0,60.262,60.262,3.2311,5.3173,-128.6118
s20d289,3.9844,19308.0,22.4399,22.4399,4.0268,3.0872,-53.242
s21d289,1.0573,18000.0,54.2102,54.2102,6.6654,4.3894,344.9508
s22d289,1.6642,5800.0,37.3563,37.3563,4.6746,4.6757,-148.0931
s23d289,7.8249,37017.0,102.2113,102.2113,5.6799,12.9041,50.1015
s24d289,0.8623,3913.0,38.8949,38.8949,3.8314,6.5886,-26.9963
s25d289,1.7999,6700.0,23.6953,23.6953,3.6667,4.0795,66.7279
s26d289,4.5599,52600.0,177.4945,177.4945,6.9001,8.828,153.4884
s27d289,1.611,6500.0,-117.0802,-117.0802,6.7373,2.3135,81.3284
s28d289,0.2081,9300.0,22.5435,22.5435,5.4672,10.4492,35.7236
s29d289,1.129,9180.0,23.5465,23.5465,5.4555,7.0213,-42.9319
s30d289,0.2514,3347.0,11.892,11.892,2.2055,1.0773,-228.9273
s31d289,1.393,6400.0,88.4356,88.4356,2.5605,1.2394,-200.7381
s32d289,6.6892,17875.0,185.9398,185.9398,10.6583,31.4125,261.9509
s33d289,0.5707,9500.0,16.6192,16.6192,2.6388,3.19,8.0081
s34d289,2.0901,20100.0,27.1805,27.1805,4.447,1.0918,110.5241
s35d289,0.4701,4600.0,26.62,26.62,2.7709,1.6502,19.7504
s36d289,5.1515,9800.0,25.9227,25.9227,4.397,6.1015,1136.7792
s37d289,0.3241,2379.0,27.5515,27.5515,3.7519,6.1036,215.3768
s38d289,1.5416,6823.0,24.6797,24.6797,4.9952,4.3528,73.5661
s39d289,0.4705,2657.0,31.8564,31.8564,3.4881,2.3388,115.1293
s40d289,1.628,5523.0,45.1336,45.1336,6.4256,4.2147,33.3349
s41d289,0.5475,4600.0,25.842,25.842,3.0066,1.848,51.1209
s42d289,1.1603,4919.0,31.6222,31.6222,1.9325,0.4548,16.359
s43d289,1.1245,11857.0,34.6665,34.6665,5.4072,1.0576,99.9736
s44d289,2.9885,17700.0,206.5695,206.5695,3.0569,5.7347,60.1947
s45d289,0.8391,2800.0,44.3798,44.3798,2.1269,1.2192,83.2842
s46d289,0.1821,5345.0,22.1779,22.1779,5.1876,7.4125,329.7491
s47d289,0.3426,4298.0,20.3068,20.3068,3.3504,3.211,-148.2724
s48d289,0.9213,2687.0,-47.0659,-47.0659,2.9848,2.7836,-40.7491
s49d289,2.7089,17800.0,-36.1455,-36.1455,3.6087,3.0878,-39.2462
s50d289,2.6894,3354.0,30.5602,30.5602,3.6776,1.3737,68.3616
s51d289,1.9548,10300.0,88.6558,88.6558,2.3295,1.1323,-20.7025
s52d289,3.2613,12700.0,52.0679,52.0679,4.7989,3.4614,144.3517
s53d289,1.646,10255.0,21.3196,21.3196,3.0595,0.5271,87.0564
s0d290,0.7622,4820.0,21.5693,21.5693,2.4711,2.1158,198.4659
s1d290,0.2887,2400.0,26.9192,26.9192,4.3584,2.9931,-86.153
s2d290,0.9078,8645.0,39.2458,39.2458,6.5654,4.7206,94.8727
s3d290,1.1639,2000.0,13.3181,13.3181,1.4285,0.574,14.6023
s4d290,0.8018,4755.0,1493.4386,1493.4386,2.5623,2.449,151.4335
s5d290,1.0901,9097.0,67.1217,67.1217,10.4323,14.5397,92.3473
s6d290,0.7078,11500.0,-5.1363,-5.1363,1.337,0.547,29.4969
s7d290,0.6114,4382.0,27.2501,27.2501,7.5164,9.9194,223.5052
s8d290,0.625,4483.0,23.4122,23.4122,6.4695,4.0075,17.0455
s9d290,1.0227,7100.0,74.4605,74.4605,3.9119,0.9679,63.2342
s10d290,1.4773,5409.0,23.3793,23.3793,2.2773,2.2348,18.9441
s11d290,0.275,1848.0,27.2422,27.2422,5.839,7.6038,122.0644
s12d290,1.6346,5680.0,20.7531,20.7531,1.9571,0.9241,22.0648
s13d290,0.9019,4100.0,35.5888,35.5888,10.2061,7.9079,149.554
s14d290,0.9822,2032.0,48.9477,48.9477,3.7658,5.7893,-195.6489
s15d290,1.8853,3994.0,39.222,39.222,5.4259,4.8498,1790.4101
s16d290,0.3125,4275.0,39.5277,39.5277,1.8324,1.8527,2374.3378
s17d290,0.6548,3365.0,357.3332,357.3332,1.1959,1.0939,52.921
s18d290,0.4119,2635.0,27.848,27.848,4.1226,3.7932,55.661
s19d290,1.206,5389.0,58.7874,58.7874,3.1521,5.1872,-125.4647
s20d290,2.5458,12400.0,21.597,21.597,3.8756,2.9713,-51.2421
s21d290,0.6117,9900.0,53.7537,53.7537,6.6092,4.3524,342.0459
s22d290,1.0941,3900.0,36.8407,36.8407,4.6101,4.6112,-146.0492
s23d290,11.4466,54733.0,106.3325,106.3325,5.9089,13.4244,52.1215
s24d290,0.5897,2348.0,37.9492,37.9492,3.7383,6.4284,-26.3399
s25d290,0.9931,3800.0,23.0308,23.0308,3.5639,3.9651,64.8566
s26d290,2.9832,44300.0,165.5803,165.5803,6.437,8.2354,143.1856
s27d290,0.8088,3700.0,-113.0553,-113.0553,6.5056,2.234,78.5325
s28d290,0.1306,5900.0,22.3694,22.3694,5.4249,10.3685,35.4477
s29d290,0.7761,6917.0,23.185,23.185,5.3717,6.9135,-42.2728
s30d290,0.3745,3170.0,11.7364,11.7364,2.1767,1.0632,-225.9318
s31d290,1.0081,4700.0,85.3091,85.3091,2.47,1.1956,-193.6413
s32d290,4.4018,12937.0,176.8956,176.8956,10.1398,29.8846,249.2096
s33d290,0.5626,7200.0,16.4205,16.4205,2.6073,3.1519,7.9124
s34d290,3.0177,33800.0,25.0804,25.0804,4.1034,1.0075,101.9843
s35d290,0.2577,3300.0,26.1605,26.1605,2.7231,1.6217,19.4096
s36d290,3.5663,7900.0,25.6563,25.6563,4.3518,6.0387,1125.0937
s37d290,0.2188,1710.0,26.9376,26.9376,3.6683,5.9676,210.578
s38d290,0.8067,3632.0,24.0562,24.0562,4.869,4.2429,71.7075
s39d290,0.2923,1516.0,31.0883,31.0883,3.404,2.2824,112.3533
s40d290,0.8653,3245.0,44.3586,44.3586,6.3153,4.1423,32.7625
s41d290,0.2953,2800.0,25.329,25.329,2.9469,1.8113,50.1061
s42d290,0.6702,3127.0,30.1782,30.1782,1.8442,0.4341,15.612
s43d290,0.5793,9987.0,33.6138,33.6138,5.243,1.0254,96.9379
s44d290,2.2623,14600.0,201.3356,201.3356,2.9794,5.5894,58.6696
s45d290,0.8981,2900.0,41.9745,41.9745,2.0116,1.1531,78.7703
s46d290,0.1562,4710.0,22.1608,22.1608,5.1836,7.4068,329.4957
s47d290,0.2705,3209.0,20.3259,20.3259,3.3535,3.214,-148.4113
s48d290,0.7013,2111.0,-44.6185,-44.6185,2.8296,2.6389,-38.6302
s49d290,3.2818,25900.0,-32.7766,-32.7766,3.2723,2.8001,-35.5884
s50d290,1.566,2004.0,29.7655,29.7655,3.582,1.338,66.5837
s51d290,1.3144,7000.0,86.594,86.594,2.2754,1.106,-20.2211
s52d290,3.405,14800.0,52.2536,52.2536,4.8161,3.4737,144.8665
s53d290,0.8012,5199.0,20.1795,20.1795,2.8958,0.4989,82.401
s0d291,0.6694,4267.0,21.3145,21.3145,2.4419,2.0909,196.1219
s1d291,0.2548,1700.0,26.468,26.468,4.2853,2.9429,-84.7091
s2d291,0.6689,6541.0,38.6539,38.6539,6.4664,4.6494,93.4418
s3d291,1.1645,1800.0,13.1551,13.1551,1.411,0.5669,14.4235
s4d291,0.8058,4311.0,1475.0917,1475.0917,2.5308,2.4189,149.5732
s5d291,0.9804,8848.0,65.0814,65.0814,10.1152,14.0977,89.5402
s6d291,0.4478,7000.0,-5.039,-5.039,1.3117,0.5367,28.9382
s7d291,0.4669,3024.0,26.9593,26.9593,7.4361,9.8135,221.1197
s8d291,0.6513,4573.0,23.3727,23.3727,6.4586,4.0008,17.0168
s9d291,0.6282,0.0,72.6369,72.6369,3.8161,0.9442,61.6856
s10d291,1.2227,4765.0,22.9615,22.9615,2.2366,2.1949,18.6055
s11d291,0.3089,1803.0,27.0463,27.0463,5.797,7.5491,121.1868
s12d291,1.5057,5159.0,20.0943,20.0943,1.895,0.8948,21.3643
s13d291,2.7073,12900.0,37.1988,37.1988,10.6678,8.2656,156.3194
s14d291,0.6834,2021.0,48.2905,48.2905,3.7152,5.7116,-193.0219
s15d291,2.2371,5005.0,39.5951,39.5951,5.4775,4.8959,1807.4429
s16d291,0.171,2849.0,39.4112,39.4112,1.827,1.8472,2367.3442
s17d291,0.553,2978.0,354.1188,354.1188,1.1851,1.0841,52.445
s18d291,0.7489,5335.0,28.1896,28.1896,4.1732,3.8398,56.344
s19d291,0.9426,4422.0,57.8044,57.8044,3.0994,5.1004,-123.3667
s20d291,1.6942,9643.0,21.293,21.293,3.821,2.9295,-50.5209
s21d291,0.5546,10000.0,52.5934,52.5934,6.4666,4.2585,334.6628
s22d291,0.9338,3400.0,36.2548,36.2548,4.5368,4.5379,-143.7265
s23d291,7.8139,38843.0,102.3534,102.3534,5.6878,12.922,50.1711
s24d291,1.0634,3515.0,38.2565,38.2565,3.7686,6.4805,-26.5532
s25d291,1.23,5200.0,22.784,22.784,3.5257,3.9226,64.1615
s26d291,1.8771,26300.0,163.2787,163.2787,6.3475,8.1209,141.1953
s27d291,1.0304,4400.0,-115.2914,-115.2914,6.6343,2.2782,80.0858
s28d291,0.2048,10500.0,22.4303,22.4303,5.4397,10.3968,35.5444
s29d291,1.348,12730.0,22.4375,22.4375,5.1985,6.6906,-40.91
s30d291,0.2536,4041.0,11.5902,11.5902,2.1496,1.05,-223.1179
s31d291,1.0354,4500.0,83.5225,83.5225,2.4182,1.1706,-189.586
s32d291,3.623,9966.0,172.1304,172.1304,9.8667,29.0796,242.4964
s33d291,0.2122,3600.0,16.1751,16.1751,2.5683,3.1047,7.7941
s34d291,1.2515,15400.0,24.4746,24.4746,4.0043,0.9831,99.5209
s35d291,0.387,2600.0,26.0935,26.0935,2.7161,1.6176,19.3598
s36d291,2.4321,6800.0,24.4155,24.4155,4.1414,5.7467,1070.6831
s37d291,0.327,2139.0,26.6711,26.6711,3.632,5.9086,208.4944
s38d291,0.9775,4190.0,23.9837,23.9837,4.8543,4.2301,71.4914
s39d291,0.2481,1375.0,30.6032,30.6032,3.3509,2.2468,110.6001
s40d291,0.5441,2233.0,43.7659,43.7659,6.2309,4.0869,32.3248
s41d291,0.3718,3500.0,24.7519,24.7519,2.8798,1.7701,48.9644
s42d291,0.8192,3391.0,30.7082,30.7082,1.8766,0.4417,15.8862
s43d291,0.2585,4939.0,33.2549,33.2549,5.187,1.0145,95.9029
s44d291,1.7497,11300.0,196.2132,196.2132,2.9036,5.4472,57.1769
s45d291,0.7224,2100.0,40.8565,40.8565,1.958,1.1224,76.6723
s46d291,0.2529,5151.0,22.604,22.604,5.2873,7.5549,336.0856
s47d291,0.2736,2871.0,19.9739,19.9739,3.2954,3.1584,-145.8417
s48d291,0.3356,1251.0,-44.3988,-44.3988,2.8156,2.6259,-38.44
s49d291,2.1858,15900.0,-33.1135,-33.1135,3.306,2.8288,-35.9542
s50d291,1.252,1624.0,29.2356,29.2356,3.5182,1.3141,65.3985
s51d291,1.2562,6700.0,85.3913,85.3913,2.2438,1.0906,-19.9402
s52d291,2.0748,9100.0,50.9536,50.9536,4.6963,3.3873,141.2627
s53d291,0.5262,3408.0,19.5239,19.5239,2.8018,0.4827,79.7241
s0d292,0.6548,4515.0,20.9919,20.9919,2.4049,2.0592,193.1527
s1d292,0.2776,2000.0,26.6868,26.6868,4.3208,2.9672,-85.4091
s2d292,0.7725,5976.0,38.8855,38.8855,6.5051,4.6772,94.0017
s3d292,0.831,1600.0,13.1309,13.1309,1.4084,0.5659,14.397
s4d292,0.6322,4064.0,1467.7529,1467.7529,2.5182,2.4069,148.829
s5d292,1.3624,11128.0,65.0814,65.0814,10.1152,14.0977,89.5402
s6d292,0.3218,6200.0,-5.0196,-5.0196,1.3067,0.5346,28.8265
s7d292,0.5716,3253.0,27.3504,27.3504,7.544,9.9559,224.3279
s8d292,1.0717,6584.0,23.7869,23.7869,6.5731,4.0717,17.3184
s9d292,0.4017,3000.0,72.485,72.485,3.8082,0.9423,61.5566
s10d292,0.9426,4109.0,22.8421,22.8421,2.225,2.1835,18.5088
s11d292,0.1988,1339.0,27.197,27.197,5.8293,7.5911,121.8619
s12d292,0.9472,3561.0,20.1541,20.1541,1.9006,0.8975,21.428
s13d292,1.0421,5600.0,36.1909,36.1909,10.3788,8.0417,152.0841
s14d292,0.6157,1744.0,48.1653,48.1653,3.7056,5.6968,-192.5216
s15d292,1.3982,2944.0,39.2363,39.2363,5.4279,4.8516,1791.0652
s16d292,0.2297,3375.0,39.4112,39.4112,1.827,1.8472,2367.3442
s17d292,0.4177,2552.0,353.583,353.583,1.1834,1.0824,52.3656
s18d292,0.4898,3204.0,27.848,27.848,4.1226,3.7932,55.661
s19d292,0.779,3967.0,57.9027,57.9027,3.1046,5.1091,-123.5765
s20d292,2.7221,14579.0,22.1635,22.1635,3.9772,3.0492,-52.5863
s21d292,0.3641,7100.0,52.232,52.232,6.4221,4.2292,332.3631
s22d292,0.8092,3300.0,36.4657,36.4657,4.5632,4.5643,-144.5627
s23d292,5.384,27249.0,102.46,102.46,5.6937,12.9355,50.2234
s24d292,0.5907,2444.0,37.6891,37.6891,3.7127,6.3844,-26.1594
s25d292,0.7147,3000.0,22.689,22.689,3.511,3.9063,63.8941
s26d292,1.3965,20400.0,161.3832,161.3832,6.2738,8.0267,139.5562
s27d292,0.6214,3200.0,-114.5758,-114.5758,6.5931,2.2641,79.5887
s28d292,0.1299,5800.0,22.4294,22.4294,5.4395,10.3963,35.5428
s29d292,0.8994,8716.0,22.1982,22.1982,5.1431,6.6192,-40.4735
s30d292,0.3351,4811.0,11.5053,11.5053,2.1338,1.0423,-221.484
s31d292,0.6388,3600.0,83.4332,83.4332,2.4156,1.1693,-189.3832
s32d292,2.7942,8473.0,169.5047,169.5047,9.7162,28.636,238.7973
s33d292,0.2764,4500.0,16.2569,16.2569,2.5813,3.1204,7.8336
s34d292,0.9944,11000.0,24.515,24.515,4.0109,0.9848,99.6851
s35d292,0.2187,2100.0,25.9691,25.9691,2.7031,1.6099,19.2675
s36d292,3.4747,7400.0,25.7229,25.7229,4.3631,6.0544,1128.0151
s37d292,0.2535,1555.0,26.6226,26.6226,3.6254,5.8978,208.1155
s38d292,0.6905,3667.0,24.0562,24.0562,4.869,4.2429,71.7075
s39d292,0.1922,1058.0,30.6032,30.6032,3.3509,2.2468,110.6001
s40d292,0.5809,2379.0,43.6747,43.6747,6.2179,4.0784,32.2575
s41d292,0.2596,2400.0,24.6877,24.6877,2.8723,1.7655,48.8376
s42d292,0.2976,1677.0,30.4158,30.4158,1.8587,0.4375,15.7349
s43d292,0.3319,5502.0,33.853,33.853,5.2803,1.0327,97.6278
s44d292,2.0019,11900.0,190.9793,190.9793,2.8262,5.3019,55.6517
s45d292,0.3313,1500.0,40.8565,40.8565,1.958,1.1224,76.6723
s46d292,0.1159,3638.0,22.2767,22.2767,5.2107,7.4455,331.2192
s47d292,0.1998,2459.0,19.7361,19.7361,3.2562,3.1208,-144.1055
s48d292,0.5182,1626.0,-44.3675,-44.3675,2.8137,2.624,-38.4129
s49d292,1.4819,11600.0,-33.1135,-33.1135,3.306,2.8288,-35.9542
s50d292,0.8251,1266.0,29.3681,29.3681,3.5342,1.3201,65.6948
s51d292,0.9933,5700.0,85.0477,85.0477,2.2347,1.0862,-19.86
s52d292,4.0245,19900.0,50.2537,50.2537,4.6317,3.3408,139.3222
s53d292,0.375,2964.0,19.5239,19.5239,2.8018,0.4827,79.7241
s0d293,1.0883,6973.0,21.8071,21.8071,2.4983,2.1392,200.6538
s1d293,0.5337,3600.0,27.5754,27.5754,4.4646,3.066,-88.2532
s2d293,1.5604,12141.0,40.3395,40.3395,6.7483,4.8521,97.5166
s3d293,2.1693,3500.0,13.5054,13.5054,1.4486,0.582,14.8076
s4d293,3.3938,11499.0,1526.463,1526.463,2.619,2.5032,154.7822
s5d293,1.8511,14401.0,67.9962,67.9962,10.5682,14.7291,93.5504
s6d293,0.433,7600.0,-5.1363,-5.1363,1.337,0.547,29.4969
s7d293,0.7216,5532.0,27.9823,27.9823,7.7183,10.1859,229.5104
s8d293,1.4863,9710.0,24.4576,24.4576,6.7584,4.1865,17.8066
s9d293,0.6263,4500.0,74.3085,74.3085,3.904,0.966,63.1052
s10d293,2.0155,7354.0,23.8171,23.8171,2.32,2.2767,19.2988
s11d293,0.432,3338.0,27.9654,27.9654,5.994,7.8056,125.3051
s12d293,2.7726,8504.0,21.1723,21.1723,1.9967,0.9428,22.5105
s13d293,1.633,6800.0,37.5522,37.5522,10.7691,8.3442,157.8045
s14d293,1.288,3402.0,49.6362,49.6362,3.8187,5.8708,-198.401
s15d293,2.0484,4637.0,41.2311,41.2311,5.7039,5.0982,1882.1252
s16d293,0.5311,5933.0,40.4009,40.4009,1.8729,1.8936,2426.79
s17d293,0.9012,5391.0,365.3691,365.3691,1.2228,1.1185,54.1112
s18d293,0.7543,4982.0,27.8309,27.8309,4.12,3.7909,55.6269
s19d293,1.6497,7136.0,59.6722,59.6722,3.1995,5.2652,-127.353
s20d293,4.0335,22433.0,23.4209,23.4209,4.2029,3.2222,-55.5697
s21d293,0.7776,14000.0,53.3733,53.3733,6.5625,4.3216,339.6252
s22d293,2.1817,6900.0,37.6844,37.6844,4.7157,4.7168,-149.3938
s23d293,9.1302,41803.0,108.1088,108.1088,6.0076,13.6487,52.9923
s24d293,2.1696,8170.0,41.4485,41.4485,4.083,7.0212,-28.7687
s25d293,1.1039,3800.0,23.1447,23.1447,3.5815,3.9847,65.1774
s26d293,1.7049,25300.0,165.851,165.851,6.4475,8.2489,143.4198
s27d293,1.1545,4800.0,-116.3647,-116.3647,6.6961,2.2994,80.8313
s28d293,0.3604,16000.0,22.0871,22.0871,5.3565,10.2377,35.0004
s29d293,1.3596,12651.0,22.5303,22.5303,5.22,6.7183,-41.0792
s30d293,0.4548,4552.0,12.0759,12.0759,2.2396,1.094,-232.4674
s31d293,1.2691,5600.0,86.0237,86.0237,2.4906,1.2056,-195.2634
s32d293,4.2367,11857.0,179.8131,179.8131,10.3071,30.3775,253.3197
s33d293,0.6456,11100.0,16.4673,16.4673,2.6147,3.1608,7.9349
s34d293,1.1284,14600.0,25.2823,25.2823,4.1365,1.0156,102.8054
s35d293,0.3844,4300.0,26.4477,26.4477,2.753,1.6395,19.6226
s36d293,5.1785,12300.0,26.5639,26.5639,4.5058,6.2524,1164.8974
s37d293,0.4108,2734.0,27.3899,27.3899,3.7299,6.0678,214.114
s38d293,1.3997,5579.0,24.8682,24.8682,5.0334,4.3861,74.1281
s39d293,0.6228,3204.0,32.2203,32.2203,3.528,2.3655,116.4442
s40d293,1.1779,4284.0,45.088,45.088,6.4191,4.2104,33.3013
s41d293,0.5934,4300.0,25.1687,25.1687,2.9283,1.7999,49.789
s42d293,0.6203,3235.0,31.7136,31.7136,1.938,0.4562,16.4063
s43d293,1.4575,13084.0,34.0444,34.0444,5.3101,1.0386,98.1798
s44d293,2.0894,12000.0,199.3312,199.3312,2.9498,5.5338,58.0855
s45d293,0.4682,1800.0,41.9067,41.9067,2.0084,1.1512,78.6432
s46d293,0.2848,8575.0,21.9119,21.9119,5.1254,7.3236,325.7952
s47d293,0.3558,4480.0,20.44,20.44,3.3723,3.2321,-149.2447
s48d293,0.7324,2152.0,-45.6853,-45.6853,2.8972,2.702,-39.5538
s49d293,1.8247,14200.0,-33.7873,-33.7873,3.3732,2.8864,-36.6858
s50d293,2.2801,2575.0,30.3899,30.3899,3.6571,1.366,67.9806
s51d293,1.7558,9200.0,87.7967,87.7967,2.307,1.1213,-20.5019
s52d293,4.4791,21900.0,50.6108,50.6108,4.6647,3.3645,140.3122
s53d293,0.6865,4547.0,20.5215,20.5215,2.9449,0.5074,83.7976
s0d294,0.8381,5584.0,21.858,21.858,2.5042,2.1442,201.1226
s1d294,0.4945,4100.0,27.9582,27.9582,4.5266,3.1086,-89.4783
s2d294,0.8462,6884.0,39.9793,39.9793,6.6881,4.8088,96.6457
s3d294,0.9787,2400.0,13.4027,13.4027,1.4376,0.5776,14.695
s4d294,1.6704,7196.0,1493.4386,1493.4386,2.5623,2.449,151.4335
s5d294,0.9643,8505.0,67.1217,67.1217,10.4323,14.5397,92.3473
s6d294,0.3677,6100.0,-5.0585,-5.0585,1.3168,0.5387,29.0499
s7d294,0.4171,3575.0,27.6313,27.6313,7.6215,10.0581,226.6312
s8d294,0.978,7306.0,24.2603,24.2603,6.7039,4.1527,17.663
s9d294,0.4064,3200.0,72.7889,72.7889,3.8241,0.9462,61.8147
s10d294,1.6067,5758.0,23.6778,23.6778,2.3064,2.2634,19.186
s11d294,0.3254,2601.0,27.423,27.423,5.8778,7.6542,122.8746
s12d294,1.0598,3844.0,20.9328,20.9328,1.9741,0.9321,22.2558
s13d294,2.7741,9800.0,40.3401,40.3401,11.5687,8.9636,169.5202
s14d294,1.6062,3849.0,50.0431,50.0431,3.85,5.9189,-200.0273
s15d294,2.4319,4848.0,41.5756,41.5756,5.7515,5.1408,1897.8478
s16d294,0.223,3350.0,40.5173,40.5173,1.8783,1.8991,2433.7837
s17d294,0.5802,3677.0,363.7619,363.7619,1.2174,1.1136,53.8731
s18d294,0.7012,3974.0,27.344,27.344,4.048,3.7246,54.6537
s19d294,4.2425,19154.0,61.6383,61.6383,3.3049,5.4387,-131.5491
s20d294,3.0529,19100.0,22.9926,22.9926,4.126,3.1633,-54.5533
s21d294,0.4004,7700.0,53.069,53.069,6.525,4.297,337.6886
s22d294,1.3055,4400.0,37.1922,37.1922,4.6541,4.6552,-147.4428
s23d294,8.3874,40722.0,108.393,108.393,6.0234,13.6845,53.1316
s24d294,1.4425,7408.0,39.8407,39.8407,3.9246,6.7488,-27.6528
s25d294,0.8096,3200.0,22.5941,22.5941,3.4963,3.8899,63.6268
s26d294,3.224,42800.0,171.5374,171.5374,6.6685,8.5317,148.337
s27d294,0.6519,3200.0,-114.6653,-114.6653,6.5983,2.2658,79.6509
s28d294,0.2894,13100.0,22.81,22.81,5.5318,10.5728,36.146
s29d294,0.802,8602.0,22.3496,22.3496,5.1782,6.6644,-40.7497
s30d294,0.3104,2610.0,12.0193,12.0193,2.2291,1.0889,-231.3782
s31d294,0.7999,3600.0,84.8624,84.8624,2.457,1.1894,-192.6275
s32d294,4.7708,13174.0,180.0076,180.0076,10.3182,30.4103,253.5937
s33d294,0.3261,5700.0,16.4556,16.4556,2.6128,3.1586,7.9293
s34d294,2.3345,25300.0,26.3324,26.3324,4.3083,1.0578,107.0753
s35d294,0.5104,4300.0,26.7444,26.7444,2.7838,1.6579,19.8428
s36d294,5.4915,12600.0,27.9796,27.9796,4.7459,6.5856,1226.9766
s37d294,0.3476,2063.0,27.4303,27.4303,3.7354,6.0768,214.4297
s38d294,0.5169,2637.0,24.5927,24.5927,4.9776,4.3375,73.3068
s39d294,0.554,2225.0,32.3011,32.3011,3.5368,2.3714,116.7364
s40d294,0.6847,1969.0,44.6093,44.6093,6.351,4.1657,32.9477
s41d294,0.4048,3600.0,24.9122,24.9122,2.8984,1.7815,49.2816
s42d294,0.3223,2114.0,30.9459,30.9459,1.8911,0.4451,16.0091
s43d294,0.4691,6369.0,33.7813,33.7813,5.2691,1.0306,97.4208
s44d294,1.5431,9400.0,197.6608,197.6608,2.9251,5.4874,57.5987
s45d294,0.446,1800.0,41.8389,41.8389,2.0051,1.1494,78.516
s46d294,0.2225,7609.0,21.5471,21.5471,5.0401,7.2017,320.3712
s47d294,0.2793,3131.0,20.4971,20.4971,3.3817,3.2411,-149.6614
s48d294,0.6104,1787.0,-45.6853,-45.6853,2.8972,2.702,-39.5538
s49d294,1.7146,13700.0,-32.6379,-32.6379,3.2585,2.7882,-35.4378
s50d294,2.2745,2783.0,30.9198,30.9198,3.7209,1.3898,69.1658
s51d294,1.1689,6200.0,86.594,86.594,2.2754,1.106,-20.2211
s52d294,2.7969,14100.0,48.6681,48.6681,4.4856,3.2353,134.9263
s53d294,0.4287,2738.0,20.1795,20.1795,2.8958,0.4989,82.401
s0d295,0.7347,4022.0,21.6202,21.6202,2.4769,2.1208,198.9348
s1d295,0.4129,2200.0,27.6848,27.6848,4.4823,3.0782,-88.6032
s2d295,0.7143,6575.0,39.13,39.13,6.546,4.7066,94.5927
s3d295,1.0679,1900.0,13.3906,13.3906,1.4363,0.5771,14.6818
s4d295,1.3663,5779.0,1489.7692,1489.7692,2.556,2.443,151.0614
s5d295,1.1638,9566.0,65.706,65.706,10.2123,14.233,90.3996
s6d295,0.2754,4800.0,-5.0196,-5.0196,1.3067,0.5346,28.8265
s7d295,0.3252,2629.0,27.4708,27.4708,7.5772,9.9997,225.315
s8d295,0.687,4777.0,24.1223,24.1223,6.6657,4.1291,17.5625
s9d295,0.3177,2800.0,71.7252,71.7252,3.7682,0.9324,60.9113
s10d295,1.3283,5034.0,23.3594,23.3594,2.2754,2.2329,18.928
s11d295,0.3357,2427.0,27.0764,27.0764,5.8035,7.5575,121.3218
s12d295,1.0739,3002.0,20.6632,20.6632,1.9487,0.9201,21.9692
s13d295,1.1431,6200.0,38.8349,38.8349,11.137,8.6292,163.1948
s14d295,1.0753,3294.0,48.8225,48.8225,3.7561,5.7745,-195.1486
s15d295,3.3544,6160.0,40.4849,40.4849,5.6006,5.0059,1848.0596
